SourceProductName,SKU details
LLA_Samsung_Galaxy_S24_Ultra,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_Samsung_Galaxy_S24_Ultra"",""Pricing_Details"":[{""Total_price"":""1299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""105980"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105981"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""},{""SKU_code"":""105982"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Violet""},{""SKU_code"":""105983"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Yellow""}]},{""Total_price"":""1419.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""106394"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_Samsung_Galaxy_S25,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_Samsung_Galaxy_S25"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109056"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Navy""},{""SKU_code"":""109057"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""109058"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver Shadow""}]}]}]}"
LLA_Samsung_Galaxy_S25_Plus,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_Samsung_Galaxy_S25_Plus"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""109059"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Navy""},{""SKU_code"":""109060"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""109071"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver Shadow""}]}]}]}"
LLA_Samsung_Galaxy_S25_Ultra,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_Samsung_Galaxy_S25_Ultra"",""Pricing_Details"":[{""Total_price"":""1299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""109072"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Titanium Blue""},{""SKU_code"":""109073"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Titanium Black""},{""SKU_code"":""109074"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Titanium Gray""}]}]}]}"
LLA_Samsung_Galaxy_Tab_S10_FE,"{""Device_Details"":[{""Family"":""Samsung Tablet"",""ProductCode"":""LLA_Samsung_Galaxy_Tab_S10_FE"",""Pricing_Details"":[{""Total_price"":""549.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Size"":""10.9-inch"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""109229"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""109230"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""}]}]}]}"
LLA_Samsung_Galaxy_Watch_Ultra,"{""Device_Details"":[{""Family"":""SamsungWatch"",""ProductCode"":""LLA_Samsung_Galaxy_Watch_Ultra"",""Pricing_Details"":[{""Total_price"":""649.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Case"":""Titanium Case"",""Size"":""47mm"",""SKU_details"":[{""SKU_code"":""109263"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""Gray Band""},{""SKU_code"":""109264"",""Quantity"":""0"",""Availability"":""Y"",""Band"":""White Band""}]}]}]}"
LLA_TCL_40SE,"{""Device_Details"":[{""Family"":"""",""ProductCode"":""LLA_TCL_40SE"",""Pricing_Details"":[{""Total_price"":""119.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""105522"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105523"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Grey""}]}]}]}"
LLA_TCL_Tab_10,"{""Device_Details"":[{""Family"":""TCL Tablet"",""ProductCode"":""LLA_TCL_Tab_10"",""Pricing_Details"":[{""Total_price"":""179.99"",""Installment_Months"":""18 Month,36 Month"",""Next_Up"":""6"",""Size"":""10.3-inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""109082"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gray""}]}]}]}"
LLA_TCL_Tab_Tan_2nd_Gen,"{""Device_Details"":[{""Family"":""TCL Tablet"",""ProductCode"":""LLA_TCL_Tab_Tan_2nd_Gen"",""Pricing_Details"":[{""Total_price"":""179.99"",""Installment_Months"":""18 Month,36 Month"",""Next_Up"":""6"",""Size"":""10.3-inch"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""106370"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Dark Gray""}]}]}]}"
LLA_iPhone_11,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_11"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108256"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108229"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108253"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""}]},{""Total_price"":""399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108639"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108644"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108231"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108643"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple X""},{""SKU_code"":""108226"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108642"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red X""},{""SKU_code"":""108641"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""105204"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""105203"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]},{""Total_price"":""299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""105202"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""108633"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108216"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black X""},{""SKU_code"":""108637"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108230"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108636"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red X""},{""SKU_code"":""108635"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""105201"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_iPhone_11_Pro,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_11_Pro"",""Pricing_Details"":[{""Total_price"":""399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108232"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108242"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108237"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]},{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108227"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108235"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108238"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108261"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]}]}]}"
LLA_iPhone_11_Pro_Max,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_11_Pro_Max"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108265"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108234"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108246"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108233"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]},{""Total_price"":""699.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108263"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108255"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108225"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108224"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]},{""Total_price"":""899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108240"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Space Gray""}]}]}]}"
LLA_iPhone_12,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_12"",""Pricing_Details"":[{""Total_price"":""499.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108649"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108652"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108653"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108180"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108651"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""}]},{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108654"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108659"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108661"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108182"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108658"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108656"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""}]},{""Total_price"":""699.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108663"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108667"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108665"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""}]}]}]}"
LLA_iPhone_12_Pro,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_12_Pro"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108672"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108671"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108670"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108669"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""}]},{""Total_price"":""699.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108673"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108674"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108676"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108678"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]}]}]}"
LLA_iPhone_12_Pro_Max,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_12_Pro_Max"",""Pricing_Details"":[{""Total_price"":""699.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108705"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108707"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108709"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]},{""Total_price"":""799.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108710"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108711"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108712"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108713"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]},{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108714"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108717"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]}]}]}"
LLA_iPhone_12_mini,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_12_mini"",""Pricing_Details"":[{""Total_price"":""399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""64GB"",""SKU_details"":[{""SKU_code"":""108183"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108683"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108684"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108686"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108687"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108688"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]},{""Total_price"":""499.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108185"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108689"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108690"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108691"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108692"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108694"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]},{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108696"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108698"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108700"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108702"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]}]}]}"
LLA_iPhone_13,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iphone_13"",""Pricing_Details"":[{""Total_price"":""629.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108266"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108264"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108374"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108260"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""108259"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108262"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108590"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight U""},{""SKU_code"":""108589"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink U""},{""SKU_code"":""104991"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""104990"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105198"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""104988"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""},{""SKU_code"":""104987"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""104989"",""Quantity"":"" 0"",""Availability"":""Y"",""Color"":""Pink""}]},{""Total_price"":""729.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108272"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108273"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108375"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""108268"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108270"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108269"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""105191"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105192"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105199"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""105188"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105190"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105189"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]},{""Total_price"":""929.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108276"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108277"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108278"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105196"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105197"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105200"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""},{""SKU_code"":""105193"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105195"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105194"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]}]}]}"
LLA_iPhone_13_Pro,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_13_Pro"",""Pricing_Details"":[{""Total_price"":""799.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108279"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108281"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108282"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108284"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108376"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""}]},{""Total_price"":""899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108285"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108286"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108287"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108288"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108377"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""}]},{""Total_price"":""1099.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108289"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108292"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108378"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""}]},{""Total_price"":""1199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""108293"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""},{""SKU_code"":""108379"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green"",""image"":""https://www.att.com/idpassets/global/devices/phones/apple/apple-iphone-14-pro/carousel/deeppurple/deeppurple1.png""}]}]}]}"
